Name,Source,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Resistances,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Range Long,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Range Long,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Range Long,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Range Long,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3/Day,2/Day,1/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
Sphinx of Valor,2024 Monster Manual,Large,Celestial,Lawful Neutral,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,17,199,12,40,,,60,,,6,3,0,6,5,4,6,9,6,12,11,4,"Arcana, Perception",Religion,,"Necrotic, Radiant","Charmed, Frightened",Psychic,,,120,,22,"Celestia, Common",17,"18,000",6,Inscrutable,3,3,Melee,12,5,,,20,Slashing,,,,,,,,,,,,,,,,,,,,,,20,"Wisdom, Constitution","First Roar within 500ft on fail frightened, Second Roar within 500ft on fail Paralyzed, Third Roar within 500ft on fail 44 thunder damage and is prone",Wisdom,20,Charisma,12,"Detect Evil and Good, Thaumaturgy",,,"Detect Magic, Dispel Magic, Greater Restoration, Heroes' Feast, Zone of Truth",,,3,16,Constitution,"Arcane Prowl: teleport 30ft and atks, Weight: of years within 120ft on fail targets gains 1 exhaustion level",Yes,"20,000",4,4,,,Cast Clairvoyance in 1 mile radius
Sphinx of Wonder,2024 Monster Manual,Tiny,Celestial,Lawful Good,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,12,24,3,20,,,40,,,-2,2,3,1,1,0,-2,2,3,1,1,0,"Arcana, Religion, Stealth",,,"Necrotic, Psychic, Radiant",,,,60,,,11,"Celestial, Common",1,200,2,Magic Resistance,,1,Melee,5,5,,,12,"Slashing, Radiant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On ability checks and saves, +2 to creatures",,,,,,,,,,,
Spider,2024 Monster Manual,Tiny,Beast,Unaligned,"Desert, Forest, Swamp, Underdark, Urban","Desert, Forest, Swamp, Underdark, Urban",,None,12,1,2,20,,20,,,,-4,-5,2,0,-1,-4,-4,-5,2,0,-1,-4,Stealth,,,,,,,30,,,10,None,0,10,2,"Spider Climb, Web Walker",,1,Melee,4,5,,,3,"Piercing,Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spined Devil,2024 Monster Manual,Small,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,None,13,45,2,20,,,40,,,0,0,2,2,1,-1,0,0,2,2,1,-1,,,,Cold,Poisoned,"Fire, Poison",,120,,,12,"Infernal, Telepathy",2,450,2,"Flyby, Magic Resistance",,2,Melee,4,5,,,8,"Piercing, Fire",Ranged,4,20/80,20,80,7,"Piercing, Fire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Dragon Wyrmling, Forgotten Realms: Adventures in Faerûn,Medium,Dragon,Neutral,Any,Any,,Any,16,52,3,30,20,,60,,,2,2,1,0,2,2,2,2,3,0,4,2,"Perception, Stealth",,,Necrotic,,,10,60,,,12,"Common, Draconic, telepathy",2,450,2,,,1,Melee,12,,,,,"Slashing, Necrotic",,,,,,,,,,,,,,,,,,,,,,12,"Constitution, Wisdom","Ruinous Breath: 15ft cone con save on fail 13 necrotic damage, TimeWarping Breath: 15ft cone wis save on fail target's speed is 1/2 and can only take a bonus action or an action",,,,,,,,,,,,,,,,,,,,,
Spirit Naga,2024 Monster Manual,Large,Fiend,Chaotic Evil,"Planar (Lower Planes), Underdark","Planar, Underdark",Lower Planes,Arcana,17,135,3,40,,,,,,4,3,3,2,2,3,4,3,6,5,5,6,,,,,"Charmed, Poisoned",Poison,,60,,,12,"Abyssal, Common",8,"3,900",3,Fiendish Restoration,,3,Melee,7,10,,,21,"Piercing, Poison",Ranged,6,60,60,,21,Necrotic,,,,,,,,,,,,,,,,,,Intelligence,14,"Dexterity, Wisdom",6,"Detect Magic, Mage Hand, Minor Illusion, Water Breathing",,"Detect Thoughts, Dimension Door, Hold Person (level 3), Lighting Bolt (Level 4)",,,,,,,,,,,,,,
Spore of Moander, Forgotten Realms: Adventures in Faerûn,Huge,Plant,Chaotic Evil,"Forest, Swamp","Forest, Swamp",,None,19,230,3,30,,30,,,,6,-3,-1,0,5,-2,10,-3,-1,0,9,-2,,,,"Acid, Cold, Lightning","Blinded, Deafened, Exhaustion, Paralyzed, Poisoned, Prone","Fire, Poison",120,,,,10,Understands Abyssal,12,"8,400",4,"Explosive Core, Rolling Mass",,4,Melee,10,20,,,21,"Piercing, Acid",,,,,,,,,,,,,,,,,,,,,,18,Strength,Consume: Large or smaller creature within 5ft on fail grappled blinded and restrained and 17 acid damage,,,,,,,,,,,,,,,,,,,,,
Sprite,2024 Monster Manual,Tiny,Fey,Neutral Good,"Forest, Planar (Feywild)","Forest, Planar",Feywild,Armaments,15,10,4,10,,,40,,,-4,2,4,1,0,0,-4,2,4,1,0,0,Perception,"Acrobatics, Stealth",,,,,,,,,13,"Common, Elvish, Sylvan",1/4,50,2,,,1,Melee,6,5,,,6,Piercing,Ranged,6,40/160,40,160,1,Piercing,,,,,,,,,,,,,,,10,Charisma,"The second attack is a ranged attack that charms creatures, knows creatures emotions and alignment, Invisibility",,,,,,,,,,,,,,,,,,,,,
Spy,2024 Monster Manual,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",12,27,4,30,,30,,,,0,1,2,2,0,3,0,1,2,2,0,3,"Deception, Insight, Sleight of Hand","Investigation, Perception, Stealth",,,,,,,,,16,Common plus one other language,1,200,2,,,1,Melee,4,5,,,12,"Piercing, Poison",Ranged,4,30/120,30,120,12,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,Cunning Action,,,,,,,,,,,,
Spy Master,2024 Monster Manual,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",19,137,9,30,,30,,,,0,4,5,3,1,3,0,8,9,7,5,3,"Deception, Insight, Investigation, Sleight of Hand","Perception, Stealth",,,,,,,,,21,Common plus two other language,10,"5,900",4,,,3,Melee,9,5,,,21,Poison,Ranged,9,30/120,30,120,21,Poison,,,,,,,,,,,,,,,16,Constitution,Smoke Bomb within 20ft sphere on fail 28 poison damage and blinded,,,,,,,,,Cunning Action,,,,,,,,,,,,
Steam Mephit,2024 Monster Manual,Small,Elemental,Neutral Evil,Planar (Elemental Planes),Planar,Elemental Planes,None,10,17,0,30,,,30,,,-3,0,0,0,0,1,-3,0,0,0,0,1,Stealth,,,,"Exhaustion, Poisoned","Fire, Poison",,60,,,10,"Primordial (Aquan, Ignan)",1/4,50,2,"Blurred Form, Death Burst",,1,Melee,2,5,,,4,"Slashing, Fire",,,,,,,,,,,,,,,,,,,,,,10,"Constitution, Dexterity",Steam Breath recharges on 6 15ft cone on fail 5 fire damage and speed decreases by 10,,,,,,,,,,,,,,,,,,,,,
Steel Defender,Eberrron: Forge of the Artificer,Medium,Construct,Neutral,None,None,,None,12 + player int.,5+ 5* artificer lvl,Same as caster,40,,,,,,2,-3,1,0,2,-2,2,-3,1,0,2,-2,,,,,"Charmed, Exhaustion, Poisoned",Poison,,60,,,10,Understands the languages of the caster,None,0,Same as caster,Steel Bond add caster's PB to checks and saves,,1,Melee,Caster's Spell atk Mod,5,,,6+caster's int.,Force,,,,,,,,,,,,,,,,,,,,,,,,Repair regains hp 2d8 plus caster's int.,,,,,,,,,,Deflect Attack when a creature makes atk opposes dis. adv.,,,,,,,,,,,
Stirge,2024 Monster Manual,Tiny,Monstrosity,Unaligned,"Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban","Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban",,None,14,5,3,10,,,40,,,-3,-4,3,-1,0,-2,-3,-4,3,-1,0,-2,,,,,,,,60,,,9,None,1/8,25,2,,,1,Melee,5,5,,,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Atk 1 on hit they attached and do 5 necrotic damage every round,,,,,,,,,,,,,,,,,,,,,
Stone Giant,2024 Monster Manual,Huge,Giant,Neutral,"Hill, Mountain, Underdark","Hill, Mountain, Underdark",,Armaments,17,126,5,40,,,,,,6,0,2,1,5,-1,6,0,5,4,8,-1,"Perception, Stealth",Athletics,,,,,,60,,,14,Giant,7,"2,900",3,,,2,Melee,9,15,,,22,Bludgeoning,Ranged,9,60/240,60,240,15,Bludgeoning,,,,,,,,,,,,,,,17,Dexterity,,,,,,,,,,,Deflect Missile recharges on 5-6 when hit by a ranged attack reduce the damage by 11 if reduced to 0 redirect the attack to target on fail 11 force damage,,,,,,,,,,,
Stone Golem,2024 Monster Manual,Large,Construct,Unaligned,Any,Any,,None,18,220,3,30,,,,,,6,-4,-1,0,5,-5,6,-4,-1,0,5,-5,,,,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",,120,,,10,"Understands Common, Two other language",10,"5,900",4,"Immutable Form, Magic Resistance",,2,Melee,10,5,,,24,"Bludgeoning, Force",,,,,,,,,,,,,,,,,,,,,,17,"Constitution, Wisdom",,,,,,,,,,Slow recharges on 5-6 cast the slow spell,,,,,,,,,,,,
Storm Giant,2024 Monster Manual,Huge,Giant,Chaotic Good,"Coastal, Underwater","Coastal, Underwater",,Armaments,16,230,7,50,,,25,25,50,9,3,2,5,5,4,14,3,2,10,10,9,"Arcanna, History, Perception",Athletics,,Cold,,"Lightning, Thunder",,120,30,,20,"Common, Giant",13,"10,000",5,Amphibious,,2,Melee,14,10,,,36,"Slashing, Lightning",Ranged,14,500,500,,22,Lightning,,,,,,,,,,,,,,,18,Dexterity,"Atk 2 on hit blinded and deafened, Lightning Storm recharges on 5-6 10ft radius and 40ft high cylinder on fail 55 lightning damage",Wisdom,18,,10,"Detect Magic, Light",,,Control Weather,,,,,,,,,,,,,
Succubus,2024 Monster Manual,Medium,Fiend,Neutral Evil,"Planar (Lower Planes), Urban","Planar, Urban",Lower Planes,Implements,15,71,3,30,,,60,,,-1,2,3,1,1,5,-1,2,3,1,1,5,,"Deception, Insight, Perception, Persuasion, Stealth",,"Cold, Fire, Poison, Psychic",,,,60,,,15,"Abyssal, Common, Infernal, Telepathy",4,"1,100",2,Incubus Form,,2,Melee,7,5,,,16,Psychic,,,,,,,,,,,,,,,,,,,,,,15,Constitution,Draining Kiss a charmed target within 5ft on fail 13 psychic damage,Charisma,15,Wisdom,7,Dominate Person (level 8),,,,Shape-Shift,,,,,,,,,,,,
Swanmay, Forgotten Realms: Adventures in Faerûn,Medium,Fey,Neutral Good,Forest,Forest,,Individual,14,71,4,30,,,40,,,0,0,4,3,2,2,0,0,4,5,4,2,Perception,Nature,,,,,,,,,15,"Common, Sylvan",14,700,2,Flyby,,2,Melee,6,5,,,7,Piercing,Melee,6,5,,,11,Slashing,Ranged,6,150/600,150,600,13,Piercing,,,,,,,,13,Wisdom,"Atk 1 in swan form, Atk 2 and atk 3 in human form",Wisdom,13,,5,"Druidcraft, Speak with Animals (swan form only)",,,"Animal Friendship, Beast Sense, Spike Growth",Shape-Shift: change between swan or human forms,,,,,,,,,,,,
Swarm of Bats,2024 Monster Manual,Large,Beast,Unaligned,"Forest, Mountain, Underdark, Urban","Forest, Mountain, Underdark, Urban",,None,12,11,2,5,,,30,,,-3,-4,2,1,0,-3,-3,-4,2,1,0,-3,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,60,,,,11,None,1/4,50,2,Swarm,,1,Melee,4,5,,,5,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Deals 2 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Corrupted Rats, Stranger Things: Welcome to the Hellfire Club,Medium,Monstrosities,Unaligned,None,None,,None,12,27,2,30,,30,,,,-1,-4,2,0,0,-3,-1,-4,4,0,0,-3,,,,"Bludgeoning, Piercing, and Slashing"," Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,30,,,10,None,1,0,2,"Death Burst, Swarm",,1,Melee,4,5,,,6,Piercing,,,,,,,,,,,,,,,,,,,,,,10,Constitution,Atk 1 becomes 4 when bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Crawling Claws,2024 Monster Manual,Medium,Undead,Neutral Evil,Any,Any,,None,12,49,2,30,,30,,,,2,-3,2,0,0,-3,2,-3,2,0,0,-3,,,,"Bludgeoning, Piercing, Slashing","Charmed, Exhaustion, Frightened, Grappled, Incapacitated, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned","Necrotic, Poison",30,,,,10,Understands Common,3,700,2,Swarm,,1,Melee,4,5,,,20,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,11 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Dretches,2024 Monster Manual,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,None,12,45,0,40,,,,,,2,-3,0,-1,2,-4,2,-3,0,-1,2,-4,,,,"Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned",Poison,,60,,,9,"Abyssal, Telepathy",4,"1,100",2,"Fetid Aura, Swarm",,2,Melee,4,5,,,12,Slashing,,,,,,,,,,,,,,,,,,,,,,,,Does 2 less damaged if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Insects,2024 Monster Manual,Medium,Beast,Unaligned,"Desert, Forest, Grassland, Hill, Swamp, Underdark, Urban","Desert, Forest, Grassland, Hill, Swamp, Underdark, Urban",,None,11,19,1,20,,20,20,,,-4,-5,1,-2,2,-5,-4,-5,1,-2,2,-5,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,30,,,,8,None,1/2,100,2,"Spider Climb, Swarm",,1,Melee,3,5,,,6,Poison,,,,,,,,,,,,,,,,,,,,,,,,Deals 3 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Larvae,2024 Monster Manual,Large,Fiend,Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,None,13,22,0,30,,,,,,2,-2,0,1,2,-4,2,-2,0,1,2,-4,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,60,,,11,Understands all,1,200,2,Swarm,,1,Melee,4,5,,,9,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,Does 2 less damaged if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Lemures,2024 Monster Manual,Large,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,None,12,45,-2,40,,,,,,2,-5,-2,1,2,-4,2,-5,-2,1,2,-4,,,,"Bludgeoning, Cold, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned","Fire, Poison",,120,,,11,Understands Infernal,3,700,2,"Hellish Restoration, Swarm",,2,Melee,4,5,,,11,Poison,,,,,,,,,,,,,,,,,,,,,,,,Does 2 less damaged if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Piranhas,2024 Monster Manual,Medium,Beast,Unaligned,Underwater,Underwater,,None,13,28,3,5,,,,,40,1,-5,3,-2,-1,-4,1,-5,3,-2,-1,-4,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,60,,,8,None,1,200,2,"Swarm, Water Breathing",,1,Melee,5,5,,,8,Piercing,,,,,,,,,,,,,,,,,,,,,,,,"Akt. has adv. if the target is already hurt, Deals 5 damage if bloodied",,,,,,,,,,,,,,,,,,,,,
Swarm of Rats,2024 Monster Manual,Medium,Beast,Unaligned,"Forest, Swamp, Underdark, Urban","Forest, Swamp, Underdark, Urban",,None,10,14,0,30,,30,,,,-1,-4,0,0,-1,-4,-1,-4,2,0,-1,-4,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,30,,,10,None,1/4,50,2,Swarm,,1,Melee,2,5,,,5,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Deals 2 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Swarm of Ravens,2024 Monster Manual,Medium,Beast,Unaligned,"Hill, Swamp, Urban","Hill, Swamp, Urban",,None,12,11,2,10,,,50,,,-2,-3,2,1,1,-2,-2,-3,2,1,1,-2,,Perception,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,,,,15,None,1/4,50,2,Swarm,,1,Melee,4,5,,,5,Piercing,,,,,,,,,,,,,,,,,,,,,,10,Wisdom,"Deals 2 damage if bloodied,Wis. Save or be deafened recharges on a 6.",,,,,,,,,,,,,,,,,,,,,
Swarm of Stirges,2024 Monster Manual,Medium,Monstrosity,Unaligned,"Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban","Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban",,None,14,36,3,10,,,40,,,-3,-4,3,-1,0,-2,-3,-4,3,-1,0,-2,,,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,60,,,9,None,2,450,2,Swarm,,1,Melee,5,5,,,14,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Atk 1 if they are bloodied 8 damage and grappled and 7 necrotic damage every round,,,,,,,,,,,,,,,,,,,,,
Swarm of Venomous Snakes,2024 Monster Manual,Medium,Beast,Unaligned,"Coastal, Desert, Forest, Grassland, Hill, Swamp","Coastal, Desert, Forest, Grassland, Hill, Swamp",,None,14,36,4,30,,,,,30,-1,-5,4,0,0,-4,-1,-5,4,0,0,-4,,Acrobatics,,"Bludgeoning, Piercing, Slashing","Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,10,,,,10,None,2,450,2,Swarm,,1,Melee,6,5,,,8,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Deals 2 damage if bloodied,,,,,,,,,,,,,,,,,,,,,
Tarkanan Marauder,Eberrron: Forge of the Artificer,Medium and Small,Humanoid,Chaotic Evil,None (NPC),None,NPC,None,16,247,7,30,,,,,,2,3,3,2,5,1,2,3,7,6,9,1,"Deception, Perception, Stealth",,,,,,,,,,16,"Common, Thieves' Cant",11,"7,200",4,Evasion,,3,Melee,7,5,,,13,Piercing,,,,,,,,,,,,,,,,,,,,,,17,Constitution,Atk 1 if have adv. plus 21 force damage,Constitution,17,Dexterity,9,Message,,,Disintergrate,Tear through Space teleports each creature within 5ft makes con. save on fail blinded,,,,,,,,,,,,
Tarkanan Ruffian,Eberrron: Forge of the Artificer,Medium and Small,Humanoid,Chaotic Evil,None (NPC),None,NPC,None,13,32,1,40,,,,,,2,0,1,0,2,1,2,0,3,0,4,1,"Intimidation, Perception",,,,,,,,,,12,"Common, Thieves' Cant",1,200,2,Aberrant Surge when cast witch bolt roll a d8 on even gains temp hp on odd does damage to a target in 30ft,,1,Melee,4,5,,,6,Piercing,Ranged,4,20/60,20,60,6,Piercing,,,,,,,,,,,,,,,,,,Constitution,12,,4,,,,,,,,,,,,,,,,,
Tarrasque,2024 Monster Manual,Gargantuan,Monstrosity (Titan),Unaligned,Urban,Urban,,None,25,697,18,60,40,60,,,,10,-4,0,0,10,0,10,5,9,9,10,9,Perception,,,"Bludgeoning, Piercing, Slashing","Charmed, Deafened,  Frightened, Paralyzed, Poisoned","Fire, Poison",120,,,,19,None,30,"155,000",9,Swallow target is grapplied on fail swallowed blinded and restrained total cover 17 acid damage every round,6,4,Melee,18,15,,,36,Piercing,Melee,19,15,,,28,Slashing,Melee,19,30,,,23,Bludgeoning,,,,,,,,27,"Constitution, Strength","Atk 1 on hit grappled and restrained, Atk 2 on hit prone, Thunderous Bellow recharges on 5-6 150ft cone on fail 78 thunder damage deafened and frightened",,,,,,,,,Swallow target is graplied on fail swallowed blinded and restrained total cover 56 acid damage every round,,3,,,"Onslaught: they move up to 1/2 their movement and attack, World-shaking: movement moves up to 1/2 its speed then within 60ft lose concentration and prone",,,,,,,
Terran Magen," Netheril’s Fall: Tales of Terror, Treasure, and Time Travel",Medium,Construct,Unaligned,Any,Any,,Arcana,21,121,3,30,,,,20,,3,0,0,4,1,0,3,0,0,7,1,0,Perception,,,,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Thunder",,,,,17,"Understands Common, plus two other language",8,"3,900",3,"Disintegration, Magic Resistance",,2,Melee,6,5,,,29,"Bludgeoning, Force",Ranged,7,60,60,,28,Thunder,,,,,,,,,,,,,,,,,,Wisdom,15,Dexterity,7,"Mage Hand, Mending, Prestidigitation",,,"Disintegrate, Move Earth, Stone Shape",,,,,,,,,,,,,
Tharashk Hunter,Eberrron: Forge of the Artificer,Medium and Small,Humanoid (Human or Orc),Neutral,None (NPC),None,NPC,None,16,97,4,40,,,,,,1,0,4,3,2,0,1,0,4,3,2,0,"Perception, Stealth, Survival",,,,,,,60,,,16,"Common, Orc, plus one other language",6,"2,300",3,,,3,Melee,7,5,,,11,Piercing,Ranged,7,150/600,150,600,17,Piercing,,,,,,,,,,,,,,,,,"Atk 1 on his target has dis adv on atks and checks, Atk2 speed reduced by 10",,,,,,,,,Mark of Tharashk mark a target within 150ft for 1 hour the adv on atks against target and cannot benefit from invisible,Uncanny Dodge,,,,,,,,,,,
Thri-kreen Marauder,2024 Monster Manual,Medium,Monstrosity,Neutral,"Desert, Grassland","Desert, Grassland",,Armaments,15,33,2,30,,,,,,1,-2,3,1,1,-2,1,-2,3,1,1,-2,"Perception, Stealth, Survival",,,,,,,60,,,13,"Thri-kreen, telepathy",1,200,2,,,2,Melee,3,5,,,7,"Slashing, Poison",Ranged,4,30/120,30,120,5,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,Leap jump 15ft spending 5ft of movement,,,,,,,,,,,,
Thri-kreen Psion,2024 Monster Manual,Medium,Monstrosity,Neutral,"Desert, Grassland","Desert, Grassland",,Armaments,16,149,6,40,,,20,20,,4,4,2,1,2,0,4,4,2,1,2,0,Perception,Stealth,,Psychic,,,,60,,,14,"Thri-kreen, telepathy",8,"3,900",3,,,3,Melee,7,10,,,18,Psychic,Ranged,7,120,120,,18,Psychic,,,,,,,,,,,,,,,,,,Intelligence,15,"Wisdom, Intelligence",7,Mage Hand,,,"Detect Thoughts, Sending, Synaptic Static",,,,,,,,,,,,,
Tiger,2024 Monster Manual,Large,Beast,Unaligned,"Forest, Grassland","Forest, Grassland",,None,13,22,3,40,,,,,,3,-4,3,1,2,-1,3,-4,3,1,2,-1,Perception,Stealth,,,,,,60,,,13,None,1,200,2,,,2,Melee,5,5,,,6,Slashing,,,,,,,,,,,,,,,,,,,,,,,,"If it has adv. on the Akt +3 to damage and gives prone condition, move up to half its speed that can hide",,,,,,,,,,,,,,,,,,,,,
Tough,2024 Monster Manual,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,12,32,1,30,,,,,,2,0,1,0,2,0,2,0,1,0,2,0,,,,,,,,,,,10,Common,1/2,100,2,Pack Tactics,,1,Melee,4,5,,,5,Bludgeoning,Ranged,3,100/400,100,400,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tough Boss,2024 Monster Manual,Medium or Small,Humanoid,Neutral,Any,Any,,Armaments,16,82,2,30,,,,,,3,0,2,0,3,0,5,0,2,0,5,2,,,,,,,,,,,10,Common plus one other language,4,"1,100",2,Pack Tactics,,2,Melee,5,5,,,12,Bludgeoning,Ranged,4,100/400,100,400,13,Piercing,,,,,,,,,,,,,,,,,Atk 1 on hit pushed 10ft,,,,,,,,,,,,,,,,,,,,,
Treant,2024 Monster Manual,Huge,Plant,Chaotic Good,Forest,Forest,,None,16,138,3,30,,,,,,6,1,-2,3,5,1,6,1,-2,3,5,1,,,Fire,"Bludgeoning, Piercing",,,,,,,13,"Common, Druidic, Elvish, Sylvan",9,"5,000",4,Siege Monster,,2,Melee,10,5,,,16,Bludgeoning,Ranged,10,180,180,,28,Piercing,,,,,,,,,,,,,,,,,Animate trees 1/day makes 2 Treants,,,,,,,,,,,,,,,,,,,,,
Tree Blight,2024 Monster Manual,Huge,Plant,Neutral Evil,Forest,Forest,,None,15,115,3,30,,,,,,6,-2,0,0,5,-4,6,-2,0,0,5,-4,,,,,Deafened,,60,,,,10,"Understands Common, Druidic",7,"2,900",3,,,3,Melee,9,15,,,16,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,17,"Strength, Dexterity",Grasping Root within 15ft on fail pulled 10ft grappled and takes 13 bludgeoning damage every round,,,,,,,,,Gnash a grappled creature on fail 19 piercing damage,,,,,,,,,,,,
Triceratops,2024 Monster Manual,Huge,Beast (Dinosaur),Unaligned,Grassland,Grassland,,None,14,114,-1,50,,,,,,6,-4,-1,0,3,-3,6,-4,-1,0,3,-3,,,,,,,,,,,10,None,5,"1,800",3,,,2,Melee,9,5,,,19,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Charge attack +9 to damage and gives pron condition,,,,,,,,,,,,,,,,,,,,,
Troglodyte,2024 Monster Manual,Medium,Monstrosity,Chaotic Evil,Underdark,Underdark,,Armaments,11,13,0,30,,30,,,,2,-2,0,0,2,-2,2,-2,0,0,2,-2,,Stealth,,,,,,60,,,10,Troglodyte,1/4,50,2,"Stench, Sunlight Sensitivity",,1,Melee,4,5,,,5,Slashing,,,,,,,,,,,,,,,,,,,,,,12,Constitution,,,,,,,,,,,,,,,,,,,,,,
Troll,2024 Monster Manual,Large,Giant,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark","Arctic, Forest, Hill, Mountain, Swamp, Underdark",,None,15,94,1,30,,,,,,4,-2,1,-1,5,-2,4,-2,1,-1,5,-2,Perception,,,,,,,60,,,15,Giant,5,"1,800",3,"Loathsome Limbs, Regeneration",,3,Melee,7,10,,,11,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charge moves up to 1/2 its move speed,,,,,,,,,,,,
Troll Limb,2024 Monster Manual,Small,Giant,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark","Arctic, Forest, Hill, Mountain, Swamp, Underdark",,None,14,20,1,20,,,,,,4,-5,1,-1,0,-5,4,-5,1,-1,0,-5,,,,,,,,60,,,9,None,1/2,100,2,"Regeneration, Troll Spawn",,1,Melee,6,5,,,9,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
